CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2021 044995-CC,Other,Eviction,3/28/2021,4/1/2021,COVID-19/Education Provided,-97.66153523,30.39785124
2021 044968-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/28/2021,3/29/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044966-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.83994963,30.21641699
2021 044963-CC,Other (Describe in Comments),Face Covering,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.72645876,30.35372011
2021 044949-CC,Apartment Common Area,Face Covering Non-Compliance - Business,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044946-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044919-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/28/2021,3/29/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 044912-CC,Other,Eviction,3/28/2021,4/1/2021,COVID-19/Education Provided,-97.70620585,30.39469518
2021 044887-CC,Other (Describe in Comments),Face Covering,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044886-CC,Other (Describe in Comments),Face Covering,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.72289583,30.40121027
2021 044863-CC,Apartment Common Area,Social Distancing,3/28/2021,3/29/2021,No Violation(s) Found/Inspection Performed,-97.77789293,30.44595361
2021 044856-CC,Other (Describe in Comments),Social Distancing,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.76589876,30.25921959
2021 044854-CC,Other (Describe in Comments),Face Covering,3/28/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044846-CC,Apartment Common Area,Social Distancing,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.74695356,30.28908397
2021 044845-CC,Apartment Common Area,Social Distancing,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.74695356,30.28908397
2021 044840-CC,Other (Describe in Comments),Over Occupancy,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.74695356,30.28908397
2021 044838-CC,Other (Describe in Comments),Social Distancing,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.65905895,30.36990798
2021 044828-CC,Restaurant,Social Distancing,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.66974345,30.42418909
2021 044827-CC,Apartment Common Area,Over Occupancy,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-97.76064596,30.26058289
2021 044822-CC,Restaurant,Social Distancing,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044821-CC,Other (Describe in Comments),Over Occupancy,3/27/2021,3/28/2021,Referred to Appropriate Agency,-97.69033868,30.27676938
2021 044818-CC,Restaurant,Face Covering,3/27/2021,3/28/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044813-CC,Restaurant,Social Distancing,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.7492971,30.27001854
2021 044800-CC,Other (Describe in Comments),Social Distancing,3/27/2021,3/27/2021,Closed/Duplicate Case,-97.74371448,30.28433474
2021 044799-CC,Other (Describe in Comments),Social Distancing,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.74916215,30.28755809
2021 044798-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.7196515,30.30046327
2021 044790-CC,Other (Describe in Comments),Social Distancing,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.74371448,30.28433474
2021 044788-CC,Other (Describe in Comments),Face Covering,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.78792265,30.16743327
2021 044785-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/27/2021,3/27/2021,Closed/Duplicate Case,-97.83951296,30.22362217
2021 044783-CC,Other (Describe in Comments),Face Covering,3/27/2021,3/27/2021,Referred to Appropriate Agency,-97.94387353,30.37589578
2021 044769-CC,Restaurant,Face Covering,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044718-CC,Other (Describe in Comments),Face Covering,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044715-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.7196515,30.30046327
2021 044688-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/27/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.83951296,30.22362217
2021 044677-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044669-CC,Other (Describe in Comments),Face Covering,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 044668-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.71939405,30.30312647
2021 044667-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.74323986,30.29597009
2021 044660-CC,Apartment Common Area,Over Occupancy,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.77499154,30.2077754
2021 044642-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044625-CC,Other (Describe in Comments),Social Distancing,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.74595007,30.29356327
2021 044624-CC,Apartment Common Area,Face Covering Non-Compliance - Business,3/26/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.81727877,30.20871501
2021 044610-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 044608-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2021 044582-CC,Other (Describe in Comments),Over Occupancy,3/26/2021,3/27/2021,No Violation(s) Found/Inspection Performed,-97.74906004,30.32794751
2021 044011-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/26/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.83951296,30.22362217
2021 043964-CC,Other (Describe in Comments),Over Occupancy,3/25/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.73329596,30.26718669
2021 043933-CC,Other (Describe in Comments),Over Occupancy,3/25/2021,3/25/2021,Cancelled,-88.448709,24.923983
2021 043930-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 043928-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 043927-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 043917-CC,Other (Describe in Comments),Social Distancing,3/25/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.77032958,30.24749378
2021 043821-CC,Residential,Eviction,3/25/2021,4/2/2021,COVID-19/Education Provided,-97.76878318,30.43787846
2021 043698-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/26/2021,No Violation(s) Found/Inspection Performed,-97.73995343,30.40009209
2021 043551-CC,Other (Describe in Comments),Face Covering,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 043534-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-97.8174886,30.20834115
2021 043446-CC,Apartment Common Area,Over Occupancy,3/25/2021,3/25/2021,Closed/Duplicate Case,-97.75860756,30.26286752
2021 043413-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/25/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-97.83249778,30.19107479
2021 043285-CC,Restaurant,Face Covering Non-Compliance - Business,3/24/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-97.67189477,30.40526619
2021 043272-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/24/2021,3/24/2021,No Violation(s) Found/Inspection Performed,-97.74212747,30.26767322
2021 043153-CC,Restaurant,Face Covering,3/24/2021,3/24/2021,No Violation(s) Found/Inspection Performed,-97.71800218,30.30507008
2021 043025-CC,Restaurant,Face Covering Non-Compliance - Business,3/24/2021,3/25/2021,No Violation(s) Found/Inspection Performed,-97.74240249,30.29563962
2021 042886-CC,Residential,Eviction,3/24/2021,3/25/2021,COVID-19/Education Provided,-97.88013624,30.23530841
2021 042438-CC,Restaurant,Face Covering,3/23/2021,3/24/2021,No Violation(s) Found/Inspection Performed,-97.78000929,30.24569363
2021 042413-CC,Residential,Eviction,3/23/2021,4/2/2021,COVID-19/Education Provided,-97.76506801,30.24489302
2021 042345-CC,Residential,Eviction,3/23/2021,3/24/2021,COVID-19/Education Provided,-97.81421064,30.19213101
2021 042084-CC,Residential,Eviction,3/23/2021,3/25/2021,COVID-19/Education Provided,-97.68557608,30.21291543
2021 041918-CC,Residential,Eviction,3/23/2021,3/23/2021,COVID-19/Education Provided,-97.66014943,30.29015217
2021 041908-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/23/2021,3/23/2021,No Violation(s) Found/Inspection Performed,-97.73995343,30.40009209
2021 041680-CC,Other (Describe in Comments),Face Covering,3/22/2021,3/23/2021,Referred to Appropriate Agency,-88.448709,24.923983
2021 041667-CC,Other (Describe in Comments),Over Occupancy,3/22/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-97.73181031,30.30216342
2021 041641-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-97.79137446,30.2352058
2021 041618-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/23/2021,Closed/Duplicate Case,-97.74212747,30.26767322
2021 041600-CC,Residential,Eviction,3/22/2021,4/6/2021,COVID-19/Education Provided,-97.76351858,30.29349246
2021 041593-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/23/2021,No Violation(s) Found/Inspection Performed,-97.7196515,30.30046327
2021 041535-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/23/2021,No Violation(s) Found/Inspection Performed,-97.74212747,30.26767322
2021 041230-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-97.78383632,30.20855962
2021 040978-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/22/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-97.74068463,30.26421507
2021 040940-CC,Other (Describe in Comments),Face Covering,3/22/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-97.73404221,30.31497688
2021 040762-CC,Other (Describe in Comments),Social Distancing,3/21/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.89552241,30.18835031
2021 040735-CC,Other (Describe in Comments),Social Distancing,3/21/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 040698-CC,Other (Describe in Comments),Face Covering,3/21/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 040667-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/20/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.75479405,30.23778057
2021 040655-CC,Other (Describe in Comments),Face Covering,3/20/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.6937239,30.35893908
2021 040653-CC,Restaurant,Social Distancing,3/20/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.7492971,30.27001854
2021 040652-CC,Other (Describe in Comments),Social Distancing,3/20/2021,3/20/2021,Closed/Duplicate Case,-97.77325872,30.20748782
2021 040651-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/20/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.70916498,30.30635358
2021 040646-CC,Other (Describe in Comments),Social Distancing,3/20/2021,3/20/2021,Closed/Duplicate Case,-97.77325872,30.20748782
2021 040641-CC,Other (Describe in Comments),Over Occupancy,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.77325872,30.20748782
2021 040638-CC,Other (Describe in Comments),Social Distancing,3/20/2021,3/21/2021,No Violation(s) Found/Inspection Performed,-97.74926907,30.27008948
2021 040634-CC,Other (Describe in Comments),Over Occupancy,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.78960819,30.19042895
2021 040623-CC,Apartment Common Area,Social Distancing,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.7110168,30.27702019
2021 040616-CC,Other (Describe in Comments),Over Occupancy,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.81044191,30.20818171
2021 040587-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/20/2021,3/22/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 040576-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.75020926,30.44142801
2021 040575-CC,Restaurant,Face Covering Non-Compliance - Business,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.78045913,30.24539071
2021 040574-CC,Other (Describe in Comments),Face Covering,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 040547-CC,Other (Describe in Comments),Social Distancing,3/20/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.72282037,30.26251328
2021 040544-CC,Other (Describe in Comments),Social Distancing,3/19/2021,3/20/2021,No Violation(s) Found/Inspection Performed,-97.75960158,30.17463931
2021 040543-CC,Apartment Common Area,Over Occupancy,3/19/2021,3/22/2021,Closed/Duplicate Case,-97.77499154,30.2077754
2021 040524-CC,Other (Describe in Comments),Face Covering,3/19/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-97.71129382,30.33101197
2021 040415-CC,Construction Site,Social Distancing,3/19/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-97.72939399,30.26215708
2021 040387-CC,Construction Site,Face Covering Non-Compliance - Business,3/19/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2021 040359-CC,Residential,Eviction,3/19/2021,3/22/2021,COVID-19/Education Provided,-97.71472418,30.30491239
2021 040215-CC,Apartment Common Area,Over Occupancy,3/19/2021,3/19/2021,Closed/Duplicate Case,-97.77499154,30.2077754
2021 040183-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/19/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2021 040010-CC,Residential,Eviction,3/19/2021,3/25/2021,COVID-19/Education Provided,-97.71648963,30.35401214
2021 039803-CC,Restaurant,Face Covering,3/18/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-97.74973088,30.26980633
2021 039774-CC,Other (Describe in Comments),Face Covering,3/18/2021,3/19/2021,No Violation(s) Found/Inspection Performed,-97.70937547,30.32257882
2021 039748-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/18/2021,3/18/2021,No Violation(s) Found/Inspection Performed,-97.8464135,30.18154775
2021 039683-CC,Other (Describe in Comments),Over Occupancy,3/18/2021,3/18/2021,No Violation(s) Found/Inspection Performed,-97.7137964,30.32230597
2021 039547-CC,Residential,Eviction,3/18/2021,3/18/2021,COVID-19/Education Provided,-97.74684386,30.22826838
2021 039539-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/18/2021,3/18/2021,No Violation(s) Found/Inspection Performed,-97.74711791,30.2540864
2021 039499-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,3/18/2021,3/18/2021,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
